nome,uriVella,NovoElemento,uriNiovo
animal husbandry,http://aims.fao.org/aos/agrovoc/c_8532,animals,http://aims.fao.org/aos/agrovoc/c_444
nutrient management,http://aims.fao.org/aos/agrovoc/c_330697,nutrients,http://aims.fao.org/aos/agrovoc/c_5274
nutrient management,http://aims.fao.org/aos/agrovoc/c_330697,management,http://aims.fao.org/aos/agrovoc/c_16086
