nome,uriVella,NovoElemento,uriNiovo
sea animals,http://aims.fao.org/aos/agrovoc/c_552,Seas,http://aims.fao.org/aos/agrovoc/c_14148
female animals,http://aims.fao.org/aos/agrovoc/c_32737,females,http://aims.fao.org/aos/agrovoc/c_15969
male animals,http://aims.fao.org/aos/agrovoc/c_32738,males,http://aims.fao.org/aos/agrovoc/c_15995
