nome,uriVella,NovoElemento,uriNiovo
Lac insects,http://aims.fao.org/aos/agrovoc/c_4133,insects,http://aims.fao.org/aos/agrovoc/c_8dcb26c2
silk moths,http://aims.fao.org/aos/agrovoc/c_7064,silk,http://aims.fao.org/aos/agrovoc/c_7063
silk moths,http://aims.fao.org/aos/agrovoc/c_7064,Lepidoptera,http://aims.fao.org/aos/agrovoc/c_4268
dung beetles,http://aims.fao.org/aos/agrovoc/c_33976,livestock manure,http://aims.fao.org/aos/agrovoc/c_596cf4e4
insects as food,http://aims.fao.org/aos/agrovoc/c_1387359917754,insects,http://aims.fao.org/aos/agrovoc/c_8dcb26c2
insects as food,http://aims.fao.org/aos/agrovoc/c_1387359917754,foods,http://aims.fao.org/aos/agrovoc/c_3032
edible insects,http://aims.fao.org/aos/agrovoc/c_1387359917754,insects,http://aims.fao.org/aos/agrovoc/c_8dcb26c2
ornamental insects,http://aims.fao.org/aos/agrovoc/c_1387362553878,insects,http://aims.fao.org/aos/agrovoc/c_8dcb26c2
medicinal insects,http://aims.fao.org/aos/agrovoc/c_1387362771937,insects,http://aims.fao.org/aos/agrovoc/c_8dcb26c2
